"Numero partida municipal";tributo;numero_de_recibo;estado;periodo;fecha_emision;"Fecha 1er vencimiento";"Fecha 2do vencimiento";"interes resarcitorio";referencia;calle;altura;piso;dpto;localidad;"nro convenio origen";"descripcion convenio origen";"nombre del tipo de convenio origen";"fecha convenio origen";"nro convenio destino";"descripcion convenio destino";"nombre del tipo de convenio destino";"fecha convenio destino";"nro titulo ejecutorio";"fecha titulo ejecutorio";NORANUL;TIPOANUL;FECHANUL;tasa;tasa
649951/0003-4;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;53.11;;6;1958;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;75.33
649951/0004-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;30.75;;49;2480;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;43.62
649954/0001-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;125.92;;41;1226;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;178.60
649958/0000-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649959/0000-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649960/0000-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649961/0000-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;22;1672;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649963/0002-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649964/0003-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;NULL;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649984/0000-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.34;;60;70;"  ";NULL;"GALVEZ ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.34
649996/0000-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;27.41;;75;1214;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;38.88
649997/0000-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;51.35;;22;2280;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;72.83
650014/0006-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.57;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.67
650024/0002-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;6;1129;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650024/0003-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650054/0001-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;204;360;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650079/0002-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;73.82;;43;1665;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;104.70
650080/0000-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;129.40;;43;1665;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;183.55
650081/0001-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;43;1665;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650084/0003-0;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;3.90;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650084/0004-4;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;1.20;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650084/0005-3;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650084/0006-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;108.96;;43;1665;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;154.56
650084/0007-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650084/0008-0;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;1.20;;68;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650084/0010-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650084/0011-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;72;1414;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650092/0003-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650092/0004-3;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650107/0001-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;21.15;;NULL;NULL;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;30.00
650108/0000-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.39;;77;NULL;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.41
650114/0000-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650115/0000-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650120/0001-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;72;1414;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650120/0002-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;72;1414;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650120/0003-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;72;1414;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650120/0004-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;72;1414;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650120/0005-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;72;1414;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650121/0000-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;16.05;;77;NULL;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;22.77
650122/0000-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;77;NULL;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650123/0000-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;72;1414;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
903714/0000-9;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;9.91;;75;1214;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;36.69
149637/0000-3;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;1.50;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149654/0006-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149654/0007-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;41;1382;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149655/0000-9;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;1.80;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149656/0001-7;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149656/0002-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149656/0003-5;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;3.60;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149656/0004-4;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149657/0000-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149658/0000-6;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;86;635;"  ";NULL;"GALVEZ ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149659/0000-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149674/0001-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;14;2098;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149674/0002-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149676/0004-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;66;2082;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149688/0018-6;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;41;1382;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149688/0007-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;66;2082;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149688/0017-7;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;2.10;;66;2082;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149688/0012-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;66;2082;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149688/0013-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;66;2082;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149688/0014-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;66;2082;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149688/0015-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;66;2082;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149688/0016-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;66;2082;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149708/0001-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;35;1800;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149708/0002-2;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149709/0001-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149709/0003-0;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;1.50;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149709/0006-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
149710/0000-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;26;S/N;"  ";NULL;"SAN LORENZO ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649893/0004-6;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;72;1341;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649902/0010-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;13.58;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;90.51
649902/0013-5;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;4.23;;31;1441;" ";NULL;"LOPEZ (STA.FE)      ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;28.20
649902/0005-6;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;NULL;NULL;"  ";NULL;"BERNARDO DE IRIGOYEN";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.08
649924/0001-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;18;NULL;"  ";0;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649924/0002-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649941/0002-8;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;22;1727;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649942/0000-9;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;67.67;;22;1727;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;95.98
649952/0001-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;113.89;;76;1769;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;161.55
649953/0000-5;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;65.37;;6;1958;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;92.72
649954/0003-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;19.17;;41;1226;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;27.19
649956/0000-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;56.53;;43;2273;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;80.18
649957/0000-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.34;;43;2273;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.34
649962/0000-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;137;2605;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649963/0001-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649980/0000-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;22;893;"  ";NULL;"GALVEZ ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;37.25
649985/0003-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;76;1818;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649986/0000-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;76;1818;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649987/0001-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;26.90;;60;70;"  ";NULL;"GALVEZ ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;38.15
649989/0000-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;83.99;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;119.13
649990/0000-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;48.82;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;69.25
649991/0000-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649992/0000-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649993/0000-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;22.77;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;32.30
649994/0001-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;22;1672;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649994/0002-0;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;4.20;;52;1243;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649995/0000-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;18.46;;75;1214;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;26.18
649998/0000-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;63.40;;22;2280;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;89.94
649999/0000-7;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;"  ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;112.77
650000/0000-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;35.95;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;50.99
650001/0000-5;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;"  ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650002/0000-4;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;"  ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650003/0000-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;204;360;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650005/0000-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;86;2186;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650006/0000-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650007/0000-9;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;3.02;;326;127;"  ";NULL;LANDETA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;22.36
650008/0000-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;2.70;;326;127;"  ";NULL;LANDETA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650010/0000-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;35;1800;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650011/0000-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;21.27;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;30.17
650012/0000-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;21.27;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;30.17
650013/0001-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650020/0002-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;2.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650022/0000-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;3.79;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;36.10
650023/0000-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650024/0001-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650025/0000-5;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;67.50
650026/0001-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;17.13;;7;1644;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;24.30
650026/0002-2;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;23.60
650027/0000-3;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650028/0002-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;204;360;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650028/0003-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;24;3401;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650028/0004-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;177.53;;204;360;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;251.81
650029/0000-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;204;360;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650051/0000-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;30.71;;204;360;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;43.55
650054/0002-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;17.62;;204;360;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;25.00
650056/0001-4;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;50.52
650056/0002-3;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;25.26
650056/0003-2;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;25.26
650057/0000-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;144.74;;210;1141;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;205.31
650058/0001-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;76.33;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;108.27
650069/0000-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;72.37;;210;1141;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;102.65
650070/0000-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650071/0000-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;254.04;;150;3639;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;360.35
650079/0001-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;67.31;;150;3639;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;95.48
650084/0001-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
